,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_srad,koi_teq
0,10797460,K00752.01,Kepler-227 b,CONFIRMED,9.48803557,2.9575,615.8,2.26,5455.0,0.927,793.0
1,10797460,K00752.02,Kepler-227 c,CONFIRMED,54.4183827,4.507,874.8,2.83,5455.0,0.927,443.0
2,10854555,K00755.01,Kepler-664 b,CONFIRMED,2.525591777,1.6545,603.3,2.75,6031.0,1.046,1406.0
3,10872983,K00756.01,Kepler-228 d,CONFIRMED,11.09432054,4.5945,1517.5,3.9,6046.0,0.972,835.0
4,10872983,K00756.02,Kepler-228 c,CONFIRMED,4.13443512,3.1402,686.0,2.77,6046.0,0.972,1160.0
5,10872983,K00756.03,Kepler-228 b,CONFIRMED,2.56658897,2.429,226.5,1.59,6046.0,0.972,1360.0
6,10910878,K00757.01,Kepler-229 c,CONFIRMED,16.06864674,3.5347,4914.3,5.76,5031.0,0.848,600.0
7,11446443,K00001.01,Kepler-1 b,CONFIRMED,2.470613377,1.74319,14230.9,13.04,5820.0,0.964,1339.0
8,10666592,K00002.01,Kepler-2 b,CONFIRMED,2.204735417,3.88864,6674.7,16.1,6440.0,1.952,2048.0
9,6922244,K00010.01,Kepler-8 b,CONFIRMED,3.522498429,3.19843,9145.7,14.59,6225.0,1.451,1521.0
10,10984090,K00112.02,Kepler-466 c,CONFIRMED,3.709214104,2.6302,131.1,1.16,5833.0,1.022,1206.0
11,10526549,K00746.01,Kepler-660 b,CONFIRMED,9.27358173,3.2875,1288.3,2.47,4856.0,0.696,649.0
12,10583066,K00747.01,Kepler-661 b,CONFIRMED,6.02930329,1.5821,1912.7,2.85,4537.0,0.672,678.0
13,10601284,K00749.01,Kepler-226 c,CONFIRMED,5.349553819,3.0278,831.0,2.55,5185.0,0.91,919.0
14,10601284,K00749.02,Kepler-226 b,CONFIRMED,3.94105221,2.5984,363.3,1.7,5185.0,0.91,1018.0
15,10601284,K00749.03,Kepler-226 d,CONFIRMED,8.10904807,3.596,217.4,1.3,5185.0,0.91,800.0
16,10662202,K00750.01,Kepler-662 b,CONFIRMED,21.67699193,3.4555,857.2,2.95,4954.0,0.828,530.0
17,10682541,K00751.01,Kepler-663 b,CONFIRMED,4.99677968,2.1717,934.7,2.78,5339.0,0.847,917.0
18,11460018,K00769.01,Kepler-671 b,CONFIRMED,4.280963604,2.875,750.8,2.3,5644.0,0.831,1012.0
19,11507101,K00773.01,Kepler-672 b,CONFIRMED,38.3775486,5.588,724.2,2.82,5481.0,1.036,529.0
20,10910878,K00757.02,Kepler-229 d,CONFIRMED,41.19725502,4.6297,2213.9,3.86,5031.0,0.848,439.0
21,10910878,K00757.03,Kepler-229 b,CONFIRMED,6.252962249,2.5819,1036.9,2.65,5031.0,0.848,823.0
22,10987985,K00758.01,Kepler-665 b,CONFIRMED,16.01308419,3.2554,1121.9,3.1,5015.0,0.826,593.0
23,11018648,K00759.01,Kepler-230 b,CONFIRMED,32.62876672,4.7971,1804.8,3.36,5586.0,0.798,506.0
24,11018648,K00759.02,Kepler-230 c,CONFIRMED,91.7732862,6.473,652.0,2.12,5586.0,0.798,359.0
25,11138155,K00760.01,Kepler-1976 b,CONFIRMED,4.959319244,2.22739,9802.0,12.21,5712.0,1.082,1103.0
26,11153539,K00762.01,Kepler-666 b,CONFIRMED,4.49876511,3.7362,460.0,2.1,6075.0,0.969,1133.0
27,9579641,K00115.01,Kepler-105 b,CONFIRMED,5.412203927,2.9472,601.6,2.94,5779.0,1.087,1093.0
28,11304958,K00764.01,Kepler-667 b,CONFIRMED,41.43958662,10.5989,2793.1,5.5,5468.0,1.046,516.0
29,11391957,K00765.01,Kepler-668 b,CONFIRMED,8.35389523,2.2514,1041.6,2.52,5592.0,0.787,790.0
30,11403044,K00766.01,Kepler-669 b,CONFIRMED,4.125543472,3.1744,1487.3,4.43,6174.0,1.103,1243.0
31,11414511,K00767.01,Kepler-670 b,CONFIRMED,2.816504904,2.50587,16813.7,12.21,5532.0,0.955,1219.0
32,12110942,K00786.01,Kepler-680 b,CONFIRMED,3.689920099,2.6557,426.7,1.89,5880.0,0.917,1147.0
33,12366084,K00787.01,Kepler-232 b,CONFIRMED,4.431238488,3.15,1010.9,3.25,5714.0,1.015,1104.0
34,12366084,K00787.02,Kepler-232 c,CONFIRMED,11.37936986,2.6255,1023.5,3.95,5714.0,1.015,806.0
35,12404086,K00788.01,Kepler-681 b,CONFIRMED,26.39432897,3.573,1510.9,3.07,5129.0,0.763,489.0
36,8395660,K00116.01,Kepler-106 c,CONFIRMED,13.57078281,3.3539,511.7,2.64,5854.0,1.012,785.0
37,9579641,K00115.02,Kepler-105 c,CONFIRMED,7.12594387,3.0014,192.4,1.79,5779.0,1.087,997.0
38,11754553,K00775.01,Kepler-52 c,CONFIRMED,16.38489988,3.0249,1127.1,2.0,4126.0,0.615,433.0
39,11754553,K00775.02,Kepler-52 b,CONFIRMED,7.8774163,2.0805,1306.1,2.16,4126.0,0.615,553.0
40,11754553,K00775.03,Kepler-52 d,CONFIRMED,36.4454001,4.007,1122.3,1.99,4126.0,0.615,332.0
41,11812062,K00776.01,Kepler-673 b,CONFIRMED,3.728732147,2.683,5226.5,6.02,5497.0,0.809,1023.0
42,11853255,K00778.01,Kepler-674 b,CONFIRMED,2.243380573,1.1196,821.7,1.99,4149.0,0.564,822.0
43,11918099,K00780.01,Kepler-675 b,CONFIRMED,2.337437946,1.9982,971.2,2.34,5005.0,0.765,1070.0
44,11923270,K00781.01,Kepler-676 b,CONFIRMED,11.59822233,2.5237,2804.5,2.65,3688.0,0.473,396.0
45,11960862,K00782.01,Kepler-677 b,CONFIRMED,6.575315881,4.3084,2793.3,5.31,5992.0,0.989,1015.0
46,12020329,K00783.01,Kepler-678 b,CONFIRMED,7.275040844,7.5377,3001.0,4.86,5485.0,0.867,833.0
47,12066335,K00784.01,Kepler-231 c,CONFIRMED,19.27153892,2.7594,1219.8,1.93,4077.0,0.56,393.0
48,12066335,K00784.02,Kepler-231 b,CONFIRMED,10.06524317,1.369,1053.3,1.91,4077.0,0.56,488.0
49,12070811,K00785.01,Kepler-679 b,CONFIRMED,12.3935651,3.8896,916.6,2.66,5557.0,0.75,677.0
50,8395660,K00116.02,Kepler-106 e,CONFIRMED,43.84439721,6.802,615.2,2.87,5854.0,1.012,531.0
51,3342970,K00800.01,Kepler-234 b,CONFIRMED,2.711504086,3.0099,837.5,3.12,6214.0,1.076,1420.0
52,3342970,K00800.02,Kepler-234 c,CONFIRMED,7.21203748,4.0491,950.4,3.32,6214.0,1.076,1025.0
53,12470844,K00790.01,Kepler-233 b,CONFIRMED,8.47237911,2.7245,1123.5,2.59,5354.0,0.788,751.0
54,12470844,K00790.02,Kepler-233 c,CONFIRMED,60.4189369,5.039,931.3,2.36,5354.0,0.788,390.0
55,12644822,K00791.01,Kepler-682 b,CONFIRMED,12.611904345,5.1497,6105.6,7.4,5795.0,0.919,753.0
56,2713049,K00794.01,Kepler-683 b,CONFIRMED,2.539183147,2.4282,382.1,2.06,5519.0,1.062,1332.0
57,3114167,K00795.01,Kepler-684 b,CONFIRMED,6.770300385,2.0844,1304.0,2.77,5653.0,0.679,812.0
58,4139816,K00812.02,Kepler-235 d,CONFIRMED,20.06036336,3.3203,1494.7,1.96,3950.0,0.493,361.0
59,4139816,K00812.03,Kepler-235 e,CONFIRMED,46.1842039,4.758,1394.7,1.83,3950.0,0.493,273.0
60,8395660,K00116.04,Kepler-106 d,CONFIRMED,23.9800854,5.351,104.0,1.31,5854.0,1.012,649.0
61,4139816,K00812.04,Kepler-235 c,CONFIRMED,7.82502168,2.186,520.8,1.2,3950.0,0.493,494.0
62,4275191,K00813.01,Kepler-688 b,CONFIRMED,3.895936525,2.3111,8544.8,7.34,5557.0,0.774,1005.0
63,4476123,K00814.01,Kepler-689 b,CONFIRMED,22.36646466,5.228,986.8,2.32,5395.0,0.734,536.0
64,3351888,K00801.01,Kepler-685 b,CONFIRMED,1.625522174,2.38963,7969.0,9.73,5539.0,1.106,1579.0
65,3641726,K00804.01,Kepler-1727 b,CONFIRMED,9.02930689,3.1449,1019.8,2.57,5349.0,0.82,757.0
66,3832474,K00806.01,Kepler-30 d,CONFIRMED,143.2063047,8.9302,10565.7,8.9,5485.0,0.867,308.0
67,8395660,K00116.03,Kepler-106 b,CONFIRMED,6.164876,3.262,55.8,0.79,5854.0,1.012,1021.0
68,3832474,K00806.02,Kepler-30 c,CONFIRMED,60.32494216,6.6188,20280.4,12.19,5485.0,0.867,411.0
69,3832474,K00806.03,Kepler-30 b,CONFIRMED,29.1598615,4.803,488.0,1.91,5485.0,0.867,524.0
70,3935914,K00809.01,Kepler-686 b,CONFIRMED,1.594745374,1.9604,15044.5,11.3,5934.0,0.893,1539.0
71,3940418,K00810.01,Kepler-1728 b,CONFIRMED,4.783002698,2.335,1008.7,2.5,5170.0,0.807,886.0
72,4049131,K00811.01,Kepler-687 b,CONFIRMED,20.50588921,4.0595,2105.5,3.41,4905.0,0.761,518.0
73,4139816,K00812.01,Kepler-235 b,CONFIRMED,3.340218842,1.9104,1632.6,2.03,3950.0,0.493,656.0
74,5358241,K00829.01,Kepler-53 b,CONFIRMED,18.64932728,4.4056,893.6,3.12,5775.0,1.053,701.0
75,10875245,K00117.02,Kepler-107 c,CONFIRMED,4.90144976,4.1654,140.7,1.7,5847.0,1.402,1262.0
76,5358241,K00829.02,Kepler-53 d,CONFIRMED,9.75192101,4.793,418.0,2.76,5775.0,1.053,870.0
77,5358241,K00829.03,Kepler-53 c,CONFIRMED,38.5576546,5.794,993.0,4.02,5775.0,1.053,550.0
78,5358624,K00830.01,Kepler-428 b,CONFIRMED,3.525632539,2.59959,22335.0,11.58,5150.0,0.793,975.0
79,4664847,K00816.01,Kepler-690 b,CONFIRMED,7.748094239,3.5957,2472.1,5.52,5973.0,1.085,964.0
80,4725681,K00817.01,Kepler-236 c,CONFIRMED,23.96793669,3.827,1182.3,1.8,3747.0,0.524,329.0
81,4725681,K00817.02,Kepler-236 b,CONFIRMED,8.29561738,1.3421,824.3,1.82,3747.0,0.524,469.0
82,4913852,K00818.01,Kepler-691 b,CONFIRMED,8.11437482,2.2736,1558.0,2.1,3692.0,0.517,460.0
83,10875245,K00117.01,Kepler-107 e,CONFIRMED,14.74914825,6.0995,430.2,2.89,5847.0,1.402,874.0
84,5021899,K00821.01,Kepler-692 b,CONFIRMED,21.81295996,4.3791,1175.4,3.38,5601.0,0.999,639.0
85,5164255,K00824.01,Kepler-693 b,CONFIRMED,15.37562369,3.3169,15337.0,11.01,4986.0,0.833,600.0
86,5252423,K00825.01,Kepler-237 c,CONFIRMED,8.10363271,3.161,887.9,2.11,4861.0,0.732,687.0
87,5252423,K00825.02,Kepler-237 b,CONFIRMED,4.71510843,2.506,417.5,1.46,4861.0,0.732,823.0
88,5272878,K00826.01,Kepler-694 b,CONFIRMED,6.365839713,2.9721,780.7,2.44,5776.0,0.849,914.0
89,5651104,K00840.01,Kepler-695 b,CONFIRMED,3.04033046,1.8411,10858.8,8.99,5035.0,0.791,1021.0
90,5792202,K00841.01,Kepler-27 b,CONFIRMED,15.33528675,3.897,3081.4,5.0,5251.0,0.817,610.0
91,10875245,K00117.04,Kepler-107 d,CONFIRMED,7.95825328,4.377,50.0,1.06,5847.0,1.402,1074.0
92,5792202,K00841.02,Kepler-27 c,CONFIRMED,31.33046135,5.176,5073.8,6.5,5251.0,0.817,481.0
93,5436502,K00834.01,Kepler-238 e,CONFIRMED,23.65369415,8.2183,3341.8,7.89,5739.0,1.384,731.0
94,5436502,K00834.02,Kepler-238 d,CONFIRMED,13.23352214,6.7372,504.6,3.06,5739.0,1.384,888.0
95,5436502,K00834.03,Kepler-238 c,CONFIRMED,6.15560285,4.9843,285.0,2.32,5739.0,1.384,1146.0
96,5436502,K00834.04,Kepler-238 b,CONFIRMED,2.090811305,3.388,115.9,1.62,5739.0,1.384,1642.0
97,10875245,K00117.03,Kepler-107 b,CONFIRMED,3.180027898,3.5797,120.3,1.53,5847.0,1.402,1458.0
98,5436502,K00834.05,Kepler-238 f,CONFIRMED,50.4467417,7.159,370.3,2.67,5739.0,1.384,568.0
99,5456651,K00835.01,Kepler-239 b,CONFIRMED,11.76307164,2.9076,1037.3,2.35,4959.0,0.756,616.0
100,5456651,K00835.02,Kepler-239 c,CONFIRMED,56.2279271,3.57,862.7,2.37,4959.0,0.756,366.0
101,5531576,K00837.01,Kepler-240 c,CONFIRMED,7.953547,2.6312,875.4,2.25,4768.0,0.779,696.0
102,5531576,K00837.02,Kepler-240 b,CONFIRMED,4.14451656,2.3421,391.8,1.48,4768.0,0.779,864.0
103,6291653,K00850.01,Kepler-702 b,CONFIRMED,10.526294577,2.5211,9768.0,8.24,5386.0,0.793,713.0
104,6392727,K00851.01,Kepler-703 b,CONFIRMED,4.583520948,2.7055,3812.1,5.39,5815.0,0.877,1038.0
105,6422070,K00852.01,Kepler-704 b,CONFIRMED,3.76181843,3.5176,510.6,2.66,5653.0,0.949,1121.0
106,6428700,K00853.01,Kepler-242 b,CONFIRMED,8.20396958,2.9667,1024.4,3.01,5015.0,0.826,742.0
107,6428700,K00853.02,Kepler-242 c,CONFIRMED,14.49645186,4.016,647.5,3.01,5015.0,0.826,613.0
108,5792202,K00841.03,Kepler-27 d,CONFIRMED,6.54626149,2.75,655.9,2.19,5251.0,0.817,810.0
109,5794379,K00842.01,Kepler-241 b,CONFIRMED,12.71809866,3.0957,1149.4,2.31,4702.0,0.686,562.0
110,5794379,K00842.02,Kepler-241 c,CONFIRMED,36.06588163,4.3246,1563.8,2.64,4702.0,0.686,397.0
111,5881688,K00843.01,Kepler-696 b,CONFIRMED,4.190425659,2.8589,2877.4,6.21,6073.0,1.135,1234.0
112,6022556,K00844.01,Kepler-697 b,CONFIRMED,3.709870784,3.0694,2020.3,4.35,5727.0,0.978,1151.0
113,6032497,K00845.01,Kepler-698 b,CONFIRMED,16.3297527,6.271,1187.5,3.75,5878.0,0.987,727.0
114,6061119,K00846.01,Kepler-699 b,CONFIRMED,27.807566216,4.21587,25391.1,13.84,5862.0,0.785,554.0
115,6191521,K00847.01,Kepler-700 b,CONFIRMED,80.8723469,11.195,3604.6,7.59,5510.0,1.238,452.0
116,3531558,K00118.01,Kepler-467 b,CONFIRMED,24.99324319,5.9409,269.6,2.29,5718.0,1.317,712.0
117,6276477,K00849.01,Kepler-701 b,CONFIRMED,10.35533116,3.1775,750.6,2.47,5501.0,0.918,777.0
118,6863998,K00867.01,Kepler-709 b,CONFIRMED,16.08518937,3.984,1442.4,3.68,5239.0,0.826,613.0
119,6948054,K00869.01,Kepler-245 b,CONFIRMED,7.49018305,2.7297,1123.6,2.56,5103.0,0.787,753.0
120,6948054,K00869.02,Kepler-245 d,CONFIRMED,36.2761238,4.7865,1572.6,3.03,5103.0,0.787,445.0
121,6948054,K00869.03,Kepler-245 c,CONFIRMED,17.46087931,2.2641,812.4,2.32,5103.0,0.787,568.0
122,6435936,K00854.01,Kepler-705 b,CONFIRMED,56.0560754,4.685,1626.0,1.94,3593.0,0.491,233.0
123,6522242,K00855.01,Kepler-706 b,CONFIRMED,41.408316686,5.0264,22838.9,11.38,5522.0,0.747,453.0
124,6587280,K00857.01,Kepler-243 b,CONFIRMED,5.715425977,2.5242,908.1,2.47,5237.0,0.826,850.0
125,9471974,K00119.01,Kepler-108 b,CONFIRMED,49.18394185,11.3364,1646.2,8.2,5626.0,2.057,669.0
126,6587280,K00857.02,Kepler-243 c,CONFIRMED,20.0261412,1.611,421.2,2.28,5237.0,0.826,559.0
127,6685526,K00861.01,Kepler-707 b,CONFIRMED,2.237489571,1.8119,315.8,1.41,5265.0,0.81,1160.0
128,6784235,K00863.01,Kepler-708 b,CONFIRMED,3.167893418,2.1814,781.2,2.62,5895.0,0.94,1221.0
129,6849310,K00864.01,Kepler-244 b,CONFIRMED,4.311780262,2.7251,1154.0,3.11,5527.0,0.927,1038.0
130,6849310,K00864.02,Kepler-244 d,CONFIRMED,20.0504494,4.556,840.9,2.69,5527.0,0.927,622.0
131,6849310,K00864.03,Kepler-244 c,CONFIRMED,9.76734503,1.6585,569.1,2.67,5527.0,0.927,791.0
132,9471974,K00119.02,Kepler-108 c,CONFIRMED,190.3200468,15.284,1141.7,7.78,5626.0,2.057,426.0
133,7366258,K00880.01,Kepler-82 b,CONFIRMED,26.44439337,3.9783,1843.5,3.91,5427.0,0.929,562.0
134,7366258,K00880.02,Kepler-82 c,CONFIRMED,51.53997972,6.3994,3644.3,5.51,5427.0,0.929,450.0
135,7366258,K00880.03,Kepler-82 e,CONFIRMED,5.902245782,2.9003,702.3,2.43,5427.0,0.929,926.0
136,7366258,K00880.04,Kepler-82 d,CONFIRMED,2.382951591,1.8876,391.6,1.86,5427.0,0.929,1253.0
137,7373451,K00881.01,Kepler-712 b,CONFIRMED,21.02250608,4.1072,1772.5,3.07,5067.0,0.75,521.0
138,6948054,K00869.04,Kepler-245 e,CONFIRMED,3.219814777,2.0642,488.2,1.69,5103.0,0.787,998.0
139,6949607,K00870.01,Kepler-28 b,CONFIRMED,5.912273234,2.3254,961.4,1.73,4072.0,0.57,585.0
140,6949607,K00870.02,Kepler-28 c,CONFIRMED,8.98581901,2.8606,881.3,1.65,4072.0,0.57,509.0
141,7109675,K00872.01,Kepler-46 b,CONFIRMED,33.60123371,4.4056,7425.9,8.46,5149.0,0.93,495.0
142,7109675,K00872.02,Kepler-46 d,CONFIRMED,6.76652928,2.9004,450.7,1.97,5149.0,0.93,845.0
143,7118364,K00873.01,Kepler-710 b,CONFIRMED,4.347288783,2.1024,451.6,2.36,5754.0,1.122,1174.0
144,7134976,K00874.01,Kepler-246 b,CONFIRMED,4.601811819,2.2607,755.9,2.35,4986.0,0.833,896.0
145,7134976,K00874.02,Kepler-246 c,CONFIRMED,11.18719905,3.252,353.6,1.55,4986.0,0.833,667.0
146,7135852,K00875.01,Kepler-1729 b,CONFIRMED,4.220965778,3.0854,2260.0,2.62,3837.0,0.517,595.0
147,7287995,K00877.01,Kepler-81 b,CONFIRMED,5.95489993,2.3892,1410.7,2.33,4261.0,0.633,635.0
148,7287995,K00877.02,Kepler-81 c,CONFIRMED,12.03987488,2.7363,1250.6,2.18,4261.0,0.633,502.0
149,7287995,K00877.03,Kepler-81 d,CONFIRMED,20.83762895,2.3734,439.0,1.42,4261.0,0.633,418.0
150,7303253,K00878.01,Kepler-711 b,CONFIRMED,23.58917143,5.073,1200.7,3.16,4919.0,0.721,487.0
151,5094751,K00123.01,Kepler-109 b,CONFIRMED,6.481633073,3.784,298.5,2.54,5945.0,1.302,1145.0
152,7678434,K00892.01,Kepler-716 b,CONFIRMED,10.37168928,3.035,1254.9,3.2,5121.0,0.888,720.0
153,7678434,K00892.02,Kepler-716 c,CONFIRMED,3.96996298,1.1757,299.2,1.78,5121.0,0.888,992.0
154,7685981,K00893.01,Kepler-717 b,CONFIRMED,4.40841331,5.012,549.4,2.66,6007.0,0.961,1139.0
155,7373451,K00881.02,Kepler-712 c,CONFIRMED,226.8904775,7.558,3136.4,4.53,5067.0,0.75,236.0
156,7434875,K00884.01,Kepler-247 c,CONFIRMED,9.439459486,2.8979,3036.1,4.16,5097.0,0.779,686.0
157,8349582,K00122.01,Kepler-95 b,CONFIRMED,11.523067458,3.8757,507.3,3.13,5644.0,1.411,927.0
158,7434875,K00884.02,Kepler-247 d,CONFIRMED,20.47748843,2.8364,1382.4,2.92,5097.0,0.779,530.0
159,7434875,K00884.03,Kepler-247 b,CONFIRMED,3.336123113,1.9616,516.3,1.74,5097.0,0.779,970.0
160,7455287,K00886.01,Kepler-54 b,CONFIRMED,8.01078456,2.312,1333.6,1.72,3713.0,0.47,453.0
161,7455287,K00886.02,Kepler-54 c,CONFIRMED,12.07134205,4.3224,759.2,1.29,3713.0,0.47,395.0
162,7455287,K00886.03,Kepler-54 d,CONFIRMED,20.99587872,2.6333,767.3,1.3,3713.0,0.47,328.0
163,7458762,K00887.01,Kepler-713 b,CONFIRMED,7.41113177,2.5242,620.5,2.45,5849.0,0.919,905.0
164,757450,K00889.01,Kepler-75 b,CONFIRMED,8.884922995,2.07004,16053.4,10.51,5332.0,0.843,770.0
165,7585481,K00890.01,Kepler-714 b,CONFIRMED,8.09888906,4.20241,6911.1,8.95,6214.0,1.076,986.0
166,7663691,K00891.01,Kepler-715 b,CONFIRMED,10.00653012,5.344,936.1,3.52,6063.0,1.001,876.0
167,5812701,K00012.01,Kepler-448 b,CONFIRMED,17.855221681,7.41287,9065.2,13.16,6823.0,1.367,911.0
168,8039892,K00903.01,Kepler-719 b,CONFIRMED,5.007316661,4.2362,6932.3,6.96,5865.0,0.827,998.0
169,8150320,K00904.01,Kepler-55 d,CONFIRMED,2.211116989,1.6485,724.2,1.85,4500.0,0.646,931.0
170,8150320,K00904.02,Kepler-55 b,CONFIRMED,27.9541337,3.95,942.5,1.9,4500.0,0.646,400.0
171,11086270,K00124.01,Kepler-110 b,CONFIRMED,12.69104387,3.7727,252.1,2.57,5869.0,1.626,1008.0
172,7825899,K00896.01,Kepler-248 c,CONFIRMED,16.23947096,4.0374,2590.7,4.14,5191.0,0.837,598.0
173,7825899,K00896.02,Kepler-248 b,CONFIRMED,6.308201629,2.9785,1328.5,2.96,5191.0,0.837,819.0
174,7849854,K00897.01,Kepler-718 b,CONFIRMED,2.052349884,2.0778,14280.6,13.12,5855.0,1.08,1497.0
175,7870390,K00898.01,Kepler-83 b,CONFIRMED,9.7704486,2.4517,1897.8,2.23,3906.0,0.509,460.0
176,7870390,K00898.02,Kepler-83 d,CONFIRMED,5.169804269,2.153,1037.4,1.66,3906.0,0.509,569.0
177,5094751,K00123.02,Kepler-109 c,CONFIRMED,21.22261195,6.5093,366.0,2.48,5945.0,1.302,771.0
178,7870390,K00898.03,Kepler-83 c,CONFIRMED,20.09017037,4.154,1432.1,2.25,3906.0,0.509,362.0
179,7907423,K00899.01,Kepler-249 c,CONFIRMED,7.11373257,2.1764,807.6,1.16,3561.0,0.411,429.0
180,7907423,K00899.02,Kepler-249 b,CONFIRMED,3.306551643,1.8177,509.2,0.91,3561.0,0.411,554.0
181,7907423,K00899.03,Kepler-249 d,CONFIRMED,15.36845737,2.4714,756.1,1.11,3561.0,0.411,332.0
182,7938496,K00900.01,Kepler-1730 b,CONFIRMED,13.81020318,3.048,1309.7,4.56,5942.0,1.142,833.0
183,8490993,K00911.01,Kepler-722 b,CONFIRMED,4.093578461,2.5833,538.6,2.85,6077.0,0.999,1182.0
184,8490993,K00911.02,Kepler-722 c,CONFIRMED,105.145959,8.593,685.4,3.43,6077.0,0.999,401.0
185,8505670,K00912.01,Kepler-252 c,CONFIRMED,10.8484518,2.9993,1675.6,2.34,4201.0,0.591,499.0
186,8505670,K00912.02,Kepler-252 b,CONFIRMED,6.66833241,1.915,362.3,1.18,4201.0,0.591,587.0
187,8544996,K00913.01,Kepler-723 b,CONFIRMED,4.082274889,3.23015,17859.2,10.55,5655.0,0.794,1016.0
188,8150320,K00904.03,Kepler-55 c,CONFIRMED,42.1406089,5.083,895.5,1.85,4500.0,0.646,349.0
189,8150320,K00904.04,Kepler-55 e,CONFIRMED,4.617490562,2.2618,575.8,1.62,4500.0,0.646,728.0
190,8150320,K00904.05,Kepler-55 f,CONFIRMED,10.19849255,2.4283,634.1,1.75,4500.0,0.646,559.0
191,8226994,K00906.01,Kepler-250 c,CONFIRMED,7.15681552,2.5882,867.0,2.47,5029.0,0.838,782.0
192,8226994,K00906.02,Kepler-250 d,CONFIRMED,17.64830851,2.0873,763.3,2.43,5029.0,0.838,579.0
193,8226994,K00906.03,Kepler-250 b,CONFIRMED,4.14810719,2.535,175.2,1.08,5029.0,0.838,938.0
194,8247638,K00907.01,Kepler-251 c,CONFIRMED,16.51410989,4.1575,973.5,2.72,5527.0,0.866,655.0
195,8247638,K00907.02,Kepler-251 d,CONFIRMED,30.1329298,5.172,1015.8,3.14,5527.0,0.866,536.0
196,8247638,K00907.03,Kepler-251 b,CONFIRMED,4.79090809,2.603,251.3,1.36,5527.0,0.866,990.0
197,11086270,K00124.02,Kepler-110 c,CONFIRMED,31.71981013,4.819,363.4,3.09,5869.0,1.626,743.0
198,8247638,K00907.04,Kepler-251 e,CONFIRMED,99.6415962,4.448,952.5,2.64,5527.0,0.866,360.0
199,8255887,K00908.01,Kepler-720 b,CONFIRMED,4.708326451,3.16114,7912.7,10.6,5560.0,1.21,1162.0
200,8414716,K00910.01,Kepler-721 b,CONFIRMED,5.392026903,2.9804,1151.4,2.68,5198.0,0.801,850.0
201,9141746,K00929.01,Kepler-730 b,CONFIRMED,6.491682808,4.301,7163.3,9.66,6123.0,1.107,1062.0
202,9166862,K00931.01,Kepler-731 b,CONFIRMED,3.855603916,3.2179,16652.7,13.61,6033.0,1.046,1212.0
203,11449844,K00125.01,Kepler-468 b,CONFIRMED,38.47876629,5.04169,23530.0,13.26,5510.0,0.879,484.0
204,8628973,K00916.01,Kepler-724 b,CONFIRMED,3.314947362,1.8007,1398.2,3.94,5609.0,0.944,1155.0
205,8672910,K00918.01,Kepler-725 b,CONFIRMED,39.6431552,6.5292,15663.8,10.98,5231.0,0.9,472.0
206,8689031,K00920.01,Kepler-726 b,CONFIRMED,21.80451611,3.4097,1144.9,2.6,5481.0,0.708,543.0
207,8689373,K00921.01,Kepler-253 c,CONFIRMED,10.28194593,3.4366,1110.7,2.53,5196.0,0.775,680.0
208,8689373,K00921.02,Kepler-253 d,CONFIRMED,18.11993039,4.2309,1506.9,2.95,5196.0,0.775,563.0
209,8689373,K00921.03,Kepler-253 b,CONFIRMED,3.78402867,1.9012,426.1,1.7,5196.0,0.775,949.0
210,8826878,K00922.01,Kepler-727 b,CONFIRMED,5.15448142,3.228,697.5,2.94,5431.0,0.884,964.0
211,8883593,K00923.01,Kepler-728 b,CONFIRMED,5.743469797,3.4412,1240.2,3.13,5897.0,0.891,982.0
212,9077124,K00926.01,Kepler-729 b,CONFIRMED,3.166353562,3.3129,1473.4,3.82,6007.0,0.998,1273.0
213,9466668,K00939.01,Kepler-256 c,CONFIRMED,3.388012244,2.6849,280.1,2.11,5553.0,1.25,1315.0
214,9466668,K00939.02,Kepler-256 d,CONFIRMED,5.83909761,3.1915,273.6,2.06,5553.0,1.25,1097.0
215,9466668,K00939.03,Kepler-256 b,CONFIRMED,1.620467654,2.1888,159.6,1.57,5553.0,1.25,1681.0
216,9466668,K00939.04,Kepler-256 e,CONFIRMED,10.6816951,3.605,307.8,2.3,5553.0,1.25,897.0
217,9479273,K00940.01,Kepler-734 b,CONFIRMED,6.104849417,4.6912,2090.3,3.18,5085.0,0.712,784.0
218,8359498,K00127.01,Kepler-77 b,CONFIRMED,3.578780566,2.91089,11382.2,10.43,5524.0,0.994,1145.0
219,9334289,K00934.01,Kepler-254 b,CONFIRMED,5.826657508,2.9183,1539.1,4.09,5561.0,1.06,1013.0
220,9334289,K00934.02,Kepler-254 c,CONFIRMED,12.41216347,3.739,611.3,2.58,5561.0,1.06,787.0
221,9334289,K00934.03,Kepler-254 d,CONFIRMED,18.74649011,3.895,796.8,3.05,5561.0,1.06,686.0
222,9347899,K00935.01,Kepler-31 b,CONFIRMED,20.86021229,5.1937,1910.5,5.5,6035.0,1.257,781.0
223,9347899,K00935.02,Kepler-31 c,CONFIRMED,42.63427848,6.1998,1719.3,5.22,6035.0,1.257,615.0
224,9347899,K00935.03,Kepler-31 d,CONFIRMED,87.6476068,8.871,1009.6,4.0,6035.0,1.257,484.0
225,9388479,K00936.01,Kepler-732 b,CONFIRMED,9.467821474,2.4327,2237.0,2.13,3582.0,0.458,407.0
