,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_srad,koi_teq
551,9006449,K01413.01,Kepler-295 b,CONFIRMED,12.64504291,9.117,200.4,1.55,5607.0,0.886,741.0
552,9006449,K01413.02,Kepler-295 c,CONFIRMED,21.5262958,8.392,190.0,1.36,5607.0,0.886,621.0
553,9006449,K01413.03,Kepler-295 d,CONFIRMED,33.8845825,6.538,224.1,1.74,5607.0,0.886,533.0
554,4043190,K01220.01,Kepler-796 b,CONFIRMED,6.40087137,2.5561,133.6,1.91,5426.0,1.421,1109.0
555,3640905,K01221.01,Kepler-278 b,CONFIRMED,30.1599411,7.874,175.9,4.54,5010.0,3.051,836.0
556,3640905,K01221.02,Kepler-278 c,CONFIRMED,51.0771048,11.233,141.5,3.66,5010.0,3.051,702.0
557,10790387,K01288.01,Kepler-807 b,CONFIRMED,117.93110803,5.8796,8506.6,10.36,6392.0,1.072,418.0
558,7303287,K01353.01,Kepler-289 c,CONFIRMED,125.86540191,9.0191,12389.5,12.37,5933.0,1.115,394.0
559,7303287,K01353.02,Kepler-289 b,CONFIRMED,34.5439452,3.482,429.8,2.67,5933.0,1.115,607.0
560,11512246,K00168.01,Kepler-23 c,CONFIRMED,10.74241765,6.0633,415.2,3.06,5761.0,1.518,1008.0
561,11517719,K01416.01,Kepler-840 b,CONFIRMED,2.495780169,4.2721,25070.0,15.75,6039.0,0.992,1408.0
562,12252424,K00153.02,Kepler-113 b,CONFIRMED,4.75400072,2.5394,748.7,2.0,4728.0,0.693,775.0
563,10874614,K00017.01,Kepler-6 b,CONFIRMED,3.234699282,3.59385,10558.7,13.06,5640.0,1.291,1356.0
564,6541920,K00157.03,Kepler-11 e,CONFIRMED,31.99552485,4.2817,1376.1,4.12,5657.0,1.046,582.0
565,7211141,K01355.01,Kepler-827 b,CONFIRMED,51.92920654,5.2637,3425.8,8.49,5671.0,1.442,574.0
566,7376983,K01358.01,Kepler-1987 d,CONFIRMED,5.644914154,2.2599,1397.9,2.66,4769.0,0.714,744.0
567,5084942,K00161.01,Kepler-475 b,CONFIRMED,3.105507835,1.7458,904.6,2.68,4989.0,0.791,980.0
568,11497958,K01422.01,Kepler-296 c,CONFIRMED,5.841636615,1.8734,1336.3,1.38,3526.0,0.383,446.0
569,11497958,K01422.02,Kepler-296 d,CONFIRMED,19.85029495,2.8407,1607.5,1.52,3526.0,0.383,297.0
570,11512246,K00168.02,Kepler-23 d,CONFIRMED,15.27443889,6.0765,206.7,2.17,5761.0,1.518,896.0
571,10604335,K01298.01,Kepler-283 b,CONFIRMED,11.00817635,2.013,1462.5,2.15,4141.0,0.582,488.0
572,10604335,K01298.02,Kepler-283 c,CONFIRMED,92.7495777,5.506,1105.1,1.87,4141.0,0.582,240.0
573,10864656,K01299.01,Kepler-432 b,CONFIRMED,52.5008645,14.9066,946.7,12.41,4976.0,4.157,812.0
574,10975146,K01300.01,Kepler-808 b,CONFIRMED,0.63133171,1.1487,434.5,1.2,4441.0,0.53,1322.0
575,10538176,K01301.01,Kepler-284 b,CONFIRMED,12.69905011,2.9899,797.4,2.62,5291.0,0.882,686.0
576,7376983,K01358.02,Kepler-1987 e,CONFIRMED,8.74292005,2.6277,779.5,1.92,4769.0,0.714,643.0
577,7376983,K01358.03,Kepler-1987 c,CONFIRMED,3.64830183,1.9985,371.7,1.33,4769.0,0.714,860.0
578,7376983,K01358.04,Kepler-1987 b,CONFIRMED,2.345863002,1.6795,316.7,1.23,4769.0,0.714,997.0
579,6946199,K01359.01,Kepler-1744 b,CONFIRMED,37.1011418,5.5556,1357.5,3.19,5986.0,0.85,532.0
580,11497958,K01422.03,Kepler-296 b,CONFIRMED,10.8644095,1.853,748.7,1.14,3526.0,0.383,363.0
581,11177707,K01423.01,Kepler-841 b,CONFIRMED,124.4197175,3.7197,4107.0,10.3,5066.0,1.659,416.0
582,11611600,K01424.01,Kepler-842 b,CONFIRMED,1.219568047,1.5681,494.9,1.51,4838.0,0.701,1252.0
583,11254382,K01425.01,Kepler-843 b,CONFIRMED,2.05388477,2.1635,546.7,2.74,5632.0,1.176,1523.0
584,11122894,K01426.01,Kepler-297 b,CONFIRMED,38.86848956,6.0573,1004.9,2.81,5618.0,0.897,509.0
585,6677841,K01236.01,Kepler-279 c,CONFIRMED,35.7353616,8.491,778.8,5.47,6366.0,1.697,774.0
586,6677841,K01236.02,Kepler-279 b,CONFIRMED,12.30971679,6.74,396.0,3.82,6366.0,1.697,1104.0
587,6677841,K01236.03,Kepler-279 d,CONFIRMED,54.4205407,8.559,598.0,3.2,6781.0,1.067,574.0
588,6383821,K01238.01,Kepler-797 b,CONFIRMED,27.07237655,6.9592,514.2,2.18,5936.0,0.965,605.0
589,10538176,K01301.02,Kepler-284 c,CONFIRMED,37.5142128,5.303,935.0,2.68,5291.0,0.882,478.0
590,10724369,K01302.01,Kepler-809 b,CONFIRMED,55.6391882,7.316,853.0,3.13,5949.0,0.962,478.0
591,6541920,K00157.04,Kepler-11 f,CONFIRMED,46.6856205,6.3794,588.8,2.52,5657.0,1.046,513.0
592,10744335,K01304.01,Kepler-810 b,CONFIRMED,4.59726613,2.909,313.0,1.69,5999.0,0.959,1105.0
593,4860678,K01602.01,Kepler-1758 b,CONFIRMED,9.97716876,5.908,252.9,2.53,5557.0,1.616,1028.0
594,5177104,K01603.01,Kepler-904 b,CONFIRMED,3.02168007,2.8264,171.9,1.31,6201.0,0.989,1332.0
595,8230616,K01713.02,Kepler-316 b,CONFIRMED,2.240486703,1.3988,436.3,1.22,4198.0,0.574,837.0
596,9836959,K01715.01,Kepler-1766 b,CONFIRMED,105.0145774,7.426,296.0,2.29,5868.0,1.042,406.0
597,9838949,K01716.01,Kepler-935 b,CONFIRMED,4.88084456,2.5574,343.0,1.55,4929.0,0.861,879.0
598,9895006,K01717.01,Kepler-936 b,CONFIRMED,10.56137217,3.2645,238.4,2.43,5610.0,1.171,867.0
599,9896558,K01718.01,Kepler-937 b,CONFIRMED,67.6690554,9.556,961.1,3.39,6127.0,1.08,495.0
600,9589323,K01488.01,Kepler-861 b,CONFIRMED,3.949627144,1.5485,807.2,2.32,5155.0,0.836,966.0
601,9823487,K01489.01,Kepler-1753 b,CONFIRMED,16.00460392,3.9475,831.9,2.24,5180.0,0.769,583.0
602,9726659,K01491.01,Kepler-862 b,CONFIRMED,3.148661555,2.1978,550.5,2.15,5258.0,0.873,1097.0
603,5371776,K01557.01,Kepler-304 b,CONFIRMED,3.295701024,1.8268,1745.7,2.81,4723.0,0.691,875.0
604,5371776,K01557.02,Kepler-304 d,CONFIRMED,9.65349016,2.9029,1308.6,2.41,4723.0,0.691,611.0
605,5371776,K01557.03,Kepler-304 c,CONFIRMED,5.315954488,1.1165,965.9,2.33,4723.0,0.691,746.0
606,9573539,K00180.01,Kepler-484 b,CONFIRMED,10.04556377,3.2027,671.4,2.19,5632.0,0.853,766.0
607,5371776,K01557.04,Kepler-304 e,CONFIRMED,1.499144441,1.4259,258.9,1.09,4723.0,0.691,1137.0
608,9886661,K01606.01,Kepler-905 b,CONFIRMED,5.082748362,1.7732,276.7,1.4,5430.0,0.858,928.0
609,10055126,K01608.01,Kepler-311 b,CONFIRMED,9.17617167,4.2642,206.9,1.66,5903.0,1.156,960.0
610,10055126,K01608.02,Kepler-311 c,CONFIRMED,19.7383992,4.894,168.1,1.61,5903.0,1.156,744.0
611,5009743,K01609.01,Kepler-906 b,CONFIRMED,41.6980186,5.7047,440.8,2.03,5997.0,0.971,537.0
612,10015937,K01720.01,Kepler-1767 b,CONFIRMED,59.6585348,5.514,1043.8,3.59,5243.0,0.831,393.0
613,10019065,K01721.01,Kepler-938 b,CONFIRMED,52.6298542,6.118,675.8,3.68,5339.0,1.433,544.0
614,7950644,K00192.01,Kepler-427 b,CONFIRMED,10.290994129,4.28889,9655.7,13.43,5803.0,1.373,996.0
615,10080248,K01722.01,Kepler-939 b,CONFIRMED,14.8783945,7.491,322.8,1.63,5822.0,0.837,692.0
616,10213902,K01723.01,Kepler-940 b,CONFIRMED,59.6222627,6.888,993.4,3.63,6108.0,0.997,486.0
617,11821363,K01494.01,Kepler-1754 b,CONFIRMED,8.19596647,2.824,792.8,2.04,4723.0,0.747,672.0
618,7629518,K01495.01,Kepler-863 b,CONFIRMED,15.59466045,5.0478,867.7,2.74,5900.0,0.929,718.0
619,10810838,K00174.01,Kepler-482 b,CONFIRMED,56.35407916,3.4449,1037.0,2.59,4802.0,0.701,352.0
620,10963065,K01612.01,Kepler-408 b,CONFIRMED,2.465024332,1.262,30.7,0.69,6139.0,1.194,1561.0
621,6268648,K01613.01,Kepler-907 b,CONFIRMED,15.86624787,4.25,77.3,1.31,6099.0,1.308,879.0
622,5357901,K00188.01,Kepler-425 b,CONFIRMED,3.797018259,2.2608,14431.2,10.07,5167.0,0.848,982.0
623,4278221,K01615.01,Kepler-908 b,CONFIRMED,1.340596782,1.6484,107.5,1.16,5992.0,1.125,1783.0
624,10214162,K01724.01,Kepler-941 b,CONFIRMED,17.42393582,4.929,770.9,3.29,6018.0,0.969,722.0
625,10905746,K01725.01,Kepler-1651 b,CONFIRMED,9.8786461,1.8915,1472.7,1.6,3609.0,0.422,393.0
626,8242434,K01726.01,Kepler-942 b,CONFIRMED,44.96407458,4.981,811.6,2.0,4827.0,0.729,379.0
627,6185331,K01727.01,Kepler-943 b,CONFIRMED,49.7700907,10.065,3529.2,5.12,5774.0,0.818,455.0
628,9636135,K01498.01,Kepler-864 b,CONFIRMED,5.83376197,3.9988,532.9,2.98,6213.0,1.195,1143.0
629,9636135,K01498.02,Kepler-864 c,CONFIRMED,2.42150341,2.965,171.5,1.62,6213.0,1.195,1532.0
630,7841925,K01499.01,Kepler-865 b,CONFIRMED,14.16400071,4.3031,728.1,2.35,5440.0,0.885,694.0
631,7841925,K01499.03,Kepler-865 c,CONFIRMED,6.20920207,2.637,101.9,0.89,5440.0,0.885,914.0
632,5219234,K01563.01,Kepler-305 b,CONFIRMED,5.48711441,2.93,1328.6,3.24,5103.0,0.787,836.0
633,5219234,K01563.02,Kepler-305 c,CONFIRMED,8.29084167,3.613,1033.9,3.21,5103.0,0.787,728.0
634,5219234,K01563.03,Kepler-305 e,CONFIRMED,3.20539622,2.143,453.6,1.7,5103.0,0.787,1000.0
635,5219234,K01563.04,Kepler-305 d,CONFIRMED,16.73869035,2.398,996.8,2.56,5103.0,0.787,576.0
636,9015738,K01616.01,Kepler-909 b,CONFIRMED,13.93291548,2.6239,131.6,1.66,6026.0,1.207,852.0
637,7215603,K01618.01,Kepler-910 b,CONFIRMED,2.36436762,3.372,28.4,0.82,6250.0,1.543,1752.0
638,5561278,K01621.01,Kepler-911 b,CONFIRMED,20.31047472,5.3357,164.6,2.41,6065.0,1.877,931.0
639,6387542,K01626.01,Kepler-912 b,CONFIRMED,2.53475568,4.5716,463.0,2.02,5662.0,0.806,1218.0
640,6869184,K01732.01,Kepler-944 b,CONFIRMED,43.3167427,4.995,987.5,2.42,5654.0,0.774,459.0
641,6604328,K01736.01,Kepler-945 b,CONFIRMED,31.0033072,5.253,645.2,2.72,6090.0,1.071,616.0
642,7439316,K01501.01,Kepler-866 b,CONFIRMED,2.617028373,2.046,499.4,1.57,4831.0,0.724,996.0
643,12400538,K01503.01,Kepler-867 b,CONFIRMED,150.2412582,10.849,2378.5,4.6,5604.0,0.943,327.0
644,5184584,K01564.01,Kepler-891 b,CONFIRMED,53.44944498,5.3091,3437.0,5.82,5919.0,1.0,486.0
645,5438099,K01567.01,Kepler-306 c,CONFIRMED,7.24022418,2.9153,864.9,2.14,4955.0,0.721,716.0
646,5438099,K01567.02,Kepler-306 b,CONFIRMED,4.64622383,2.5137,446.5,1.82,4955.0,0.721,830.0
647,6543893,K01627.01,Kepler-913 b,CONFIRMED,10.29674097,2.7292,1011.8,5.75,6068.0,1.797,1129.0
648,6543893,K01627.02,Kepler-913 c,CONFIRMED,5.93919041,2.285,424.5,3.7,6068.0,1.797,1357.0
649,6975129,K01628.01,Kepler-312 c,CONFIRMED,19.74733983,3.4444,480.7,2.62,6243.0,1.149,754.0
650,11391018,K00189.01,Kepler-486 b,CONFIRMED,30.360445359,6.0134,21124.7,10.99,4939.0,0.765,459.0
651,8685497,K01629.01,Kepler-914 b,CONFIRMED,4.4096675,2.1418,132.7,1.51,5836.0,1.166,1192.0
652,4365645,K01738.01,Kepler-1671 b,CONFIRMED,4.16787814,2.2136,168.1,1.07,5251.0,0.847,962.0
653,8197343,K01746.01,Kepler-946 b,CONFIRMED,11.79161234,3.036,415.4,2.41,5619.0,1.199,857.0
654,6786348,K01749.01,Kepler-947 b,CONFIRMED,26.964501,3.792,601.7,2.2,5754.0,0.905,573.0
655,6209677,K01750.01,Kepler-948 b,CONFIRMED,7.76845639,3.689,217.8,1.35,5447.0,0.917,841.0
656,9813499,K01505.01,Kepler-868 b,CONFIRMED,5.03257009,4.213,439.1,2.53,5970.0,0.908,1047.0
657,12254792,K01506.01,Kepler-869 b,CONFIRMED,40.4286676,7.102,916.1,2.92,5813.0,0.833,494.0
658,12020218,K01507.01,Kepler-870 b,CONFIRMED,21.3588236,5.823,640.1,2.52,6170.0,0.992,691.0
659,7690844,K01508.01,Kepler-871 b,CONFIRMED,22.0459163,5.22,804.8,3.05,5900.0,0.951,640.0
660,5438099,K01567.03,Kepler-306 d,CONFIRMED,17.32670445,4.269,800.0,2.23,4955.0,0.721,535.0
661,5438099,K01567.04,Kepler-306 e,CONFIRMED,44.8411168,5.902,1051.6,2.75,4955.0,0.721,390.0
662,8009350,K01569.01,Kepler-892 b,CONFIRMED,13.75207851,2.8831,1215.6,2.81,4802.0,0.699,556.0
663,8082001,K01570.01,Kepler-893 b,CONFIRMED,6.33855946,3.4617,721.7,3.31,6108.0,1.03,1034.0
664,9277896,K01632.01,Kepler-915 b,CONFIRMED,4.59489816,3.1381,109.7,1.85,6056.0,1.381,1319.0
665,9401997,K01633.01,Kepler-916 b,CONFIRMED,32.2964275,4.561,472.2,1.9,5246.0,0.891,503.0
666,10686864,K01637.01,Kepler-917 b,CONFIRMED,2.97041801,2.2369,530.7,1.7,5068.0,0.743,991.0
667,9631995,K00022.01,Kepler-422 b,CONFIRMED,7.891448838,4.2854,10344.6,12.63,5972.0,1.237,1028.0
668,7901948,K01511.01,Kepler-872 b,CONFIRMED,2.578852119,2.3581,334.3,1.63,5743.0,0.853,1230.0
669,6442377,K00176.01,Kepler-483 b,CONFIRMED,30.22910274,6.6751,443.4,3.49,6325.0,1.518,755.0
670,10004519,K01572.01,Kepler-894 b,CONFIRMED,9.80321143,4.4617,813.4,2.99,6170.0,0.992,896.0
671,5031857,K01573.01,Kepler-1755 b,CONFIRMED,24.81097206,3.2245,2090.8,4.22,6086.0,0.921,631.0
672,10879038,K01641.01,Kepler-918 b,CONFIRMED,4.8538404,3.198,196.4,1.72,5778.0,0.968,1052.0
673,10990917,K01643.01,Kepler-919 b,CONFIRMED,11.04605365,4.799,308.3,1.8,6093.0,1.025,869.0
674,11046025,K01646.01,Kepler-1759 b,CONFIRMED,3.72020708,1.892,156.9,0.99,5017.0,0.797,954.0
675,9729691,K01751.01,Kepler-949 b,CONFIRMED,8.689301216,2.563,1117.0,2.92,5211.0,0.895,782.0
676,9729691,K01751.02,Kepler-949 c,CONFIRMED,20.99757968,2.454,1131.8,2.97,5211.0,0.895,582.0
677,10904857,K00194.01,Kepler-488 b,CONFIRMED,3.120828136,2.1878,16456.0,14.16,6122.0,0.996,1303.0
678,8651389,K01754.01,Kepler-1768 b,CONFIRMED,15.13590453,2.236,255.7,2.57,6050.0,1.572,933.0
679,7871954,K01515.01,Kepler-303 b,CONFIRMED,1.937029968,1.4727,312.3,0.87,4042.0,0.49,802.0
680,7871954,K01515.02,Kepler-303 c,CONFIRMED,7.06117322,1.0406,481.7,1.23,4042.0,0.49,521.0
681,12418724,K01516.01,Kepler-873 b,CONFIRMED,20.55331441,5.3136,678.3,3.19,6325.0,1.112,749.0
682,7456001,K01517.01,Kepler-874 b,CONFIRMED,40.0686713,5.8875,970.9,3.1,6026.0,0.992,560.0
683,10028792,K01574.01,Kepler-87 b,CONFIRMED,114.73658,12.0355,4850.0,12.28,5597.0,1.699,476.0
684,10028792,K01574.02,Kepler-87 c,CONFIRMED,191.239133,16.942,1061.2,6.47,5597.0,1.699,401.0
685,5299459,K01576.01,Kepler-307 b,CONFIRMED,10.41572666,2.7719,825.3,3.01,5511.0,0.987,797.0
686,11153121,K01647.01,Kepler-313 b,CONFIRMED,14.97031664,5.884,290.5,2.53,5726.0,1.483,883.0
687,11153121,K01647.02,Kepler-313 c,CONFIRMED,32.2753853,8.622,223.9,2.31,5726.0,1.483,683.0
688,11177543,K01648.01,Kepler-1760 b,CONFIRMED,38.3262237,3.073,392.1,2.43,5229.0,0.903,480.0
689,11337141,K01649.01,Kepler-1761 b,CONFIRMED,4.04355245,1.965,416.2,1.75,3871.0,0.532,613.0
690,3967760,K01760.01,Kepler-317 b,CONFIRMED,5.52418625,2.826,491.0,2.25,5334.0,1.004,976.0
691,3967760,K01760.02,Kepler-317 c,CONFIRMED,8.77514782,3.176,351.9,1.91,5334.0,1.004,837.0
692,7549209,K01518.01,Kepler-875 b,CONFIRMED,27.5071114,5.907,580.7,2.58,5783.0,0.88,569.0
693,7663405,K01519.01,Kepler-876 b,CONFIRMED,5.1443645,2.703,310.7,1.55,5157.0,0.904,923.0
694,9765975,K01520.01,Kepler-877 b,CONFIRMED,18.45848388,3.3703,535.3,2.5,5311.0,0.948,632.0
695,9818462,K01521.01,Kepler-878 b,CONFIRMED,25.9421582,4.045,569.7,1.95,5167.0,0.796,501.0
696,6803202,K00177.01,Kepler-1711 b,CONFIRMED,21.06075303,5.2472,301.2,1.78,5706.0,1.034,669.0
697,5299459,K01576.02,Kepler-307 c,CONFIRMED,13.08424286,3.0401,662.0,2.71,5511.0,0.987,739.0
698,9651668,K00183.01,Kepler-423 b,CONFIRMED,2.684328541,2.69382,18136.5,12.73,5561.0,0.956,1265.0
699,12506770,K01577.01,Kepler-895 b,CONFIRMED,2.806243488,1.6271,599.6,1.41,4153.0,0.581,771.0
700,11337372,K01650.01,Kepler-920 b,CONFIRMED,6.53194024,3.3351,771.9,3.09,5301.0,0.977,907.0
701,11337833,K01651.01,Kepler-921 b,CONFIRMED,51.3011844,5.359,498.9,2.07,6032.0,0.929,492.0
702,11547505,K01655.01,Kepler-922 b,CONFIRMED,0.938466959,1.3015,217.4,1.58,5499.0,1.087,1876.0
703,11502867,K00195.01,Kepler-426 b,CONFIRMED,3.217518511,2.11481,14319.4,11.38,5720.0,0.903,1185.0
704,9909735,K01779.01,Kepler-318 b,CONFIRMED,4.66271902,2.757,1630.6,3.86,5729.0,0.939,1039.0
705,9909735,K01779.02,Kepler-318 c,CONFIRMED,11.8150174,2.834,1003.0,3.48,5729.0,0.939,762.0
706,11551692,K01781.01,Kepler-411 c,CONFIRMED,7.834433676,2.89,2018.1,3.47,4920.0,0.72,689.0
707,11551692,K01781.02,Kepler-411 b,CONFIRMED,3.005156911,2.0747,691.6,2.2,4920.0,0.72,949.0
708,12266636,K01522.01,Kepler-879 b,CONFIRMED,33.3856176,5.0361,553.2,2.48,5833.0,1.022,580.0
709,7869917,K01525.01,Kepler-880 b,CONFIRMED,7.71467686,4.5871,233.9,4.65,6900.0,2.599,1622.0
710,9824805,K01526.01,Kepler-881 b,CONFIRMED,4.4444826,3.686,163.0,1.71,6240.0,1.079,1217.0
711,7939330,K01581.01,Kepler-896 c,CONFIRMED,29.5422566,13.902,879.9,3.15,5510.0,0.803,515.0
712,7939330,K01581.02,Kepler-896 b,CONFIRMED,144.551628,16.599,1035.2,3.06,5510.0,0.803,303.0
713,12602568,K01583.01,Kepler-897 b,CONFIRMED,8.04727721,5.159,486.0,2.33,5840.0,0.849,855.0
714,9941066,K01584.01,Kepler-898 b,CONFIRMED,5.87063416,2.5736,505.6,1.44,4166.0,0.612,616.0
715,5972334,K00191.01,Kepler-487 b,CONFIRMED,15.358767771,4.1223,14638.1,10.89,5422.0,0.887,662.0
716,4650733,K01659.01,Kepler-1762 b,CONFIRMED,29.5390897,4.139,403.3,2.51,6572.0,1.238,714.0
717,7831264,K00171.02,Kepler-116 c,CONFIRMED,13.07141889,3.0946,251.1,2.47,6122.0,1.439,964.0
718,7691260,K01528.01,Kepler-882 b,CONFIRMED,3.989544192,1.591,190.0,0.93,5229.0,0.688,903.0
719,9821454,K01529.01,Kepler-59 c,CONFIRMED,17.9776037,4.605,213.9,1.58,6296.0,1.006,752.0
720,9821454,K01529.02,Kepler-59 b,CONFIRMED,11.8693144,4.653,101.9,1.09,6296.0,1.006,864.0
721,11954842,K01530.01,Kepler-883 b,CONFIRMED,12.98494603,3.4497,257.2,1.64,5948.0,1.025,818.0
722,5470739,K01585.01,Kepler-899 b,CONFIRMED,19.17893976,5.144,752.8,2.4,5767.0,0.881,640.0
723,10022908,K01586.01,Kepler-900 b,CONFIRMED,6.99130452,2.1568,555.4,1.95,4847.0,0.761,716.0
724,5617854,K01588.01,Kepler-901 b,CONFIRMED,3.517494725,1.5639,532.8,1.42,4132.0,0.564,704.0
725,4932442,K01665.01,Kepler-923 b,CONFIRMED,6.93365167,4.608,119.6,1.7,5861.0,1.304,1104.0
726,5183357,K01669.01,Kepler-924 b,CONFIRMED,61.0373591,8.378,437.5,3.38,6309.0,1.614,610.0
727,5269467,K01672.01,Kepler-925 b,CONFIRMED,33.8677783,3.72,894.8,2.31,4564.0,0.691,394.0
728,11764462,K01531.01,Kepler-884 b,CONFIRMED,5.69919592,2.3906,159.4,1.16,5646.0,0.932,964.0
729,11656246,K01532.01,Kepler-885 b,CONFIRMED,18.11473813,5.2706,241.5,2.49,6109.0,1.36,830.0
730,7808587,K01533.01,Kepler-886 b,CONFIRMED,6.24145791,3.0998,163.7,1.6,5810.0,1.259,1111.0
731,4741126,K01534.01,Kepler-887 b,CONFIRMED,20.4222447,6.22,189.3,1.78,6119.0,1.299,785.0
732,5301750,K01589.01,Kepler-84 b,CONFIRMED,8.72585478,4.473,446.7,2.86,6036.0,1.131,985.0
733,5301750,K01589.02,Kepler-84 c,CONFIRMED,12.88291395,5.676,460.5,3.15,6036.0,1.131,865.0
734,5301750,K01589.03,Kepler-84 e,CONFIRMED,27.4345973,5.038,472.6,2.56,6036.0,1.131,672.0
735,5301750,K01589.04,Kepler-84 d,CONFIRMED,4.22453631,3.128,159.1,1.6,6036.0,1.131,1254.0
736,5301750,K01589.05,Kepler-84 f,CONFIRMED,44.5520266,6.0,362.1,2.29,6036.0,1.131,572.0
737,5526717,K01677.01,Kepler-926 b,CONFIRMED,52.069002,3.0089,558.3,2.92,5565.0,1.246,524.0
738,5972334,K00191.02,Kepler-487 d,CONFIRMED,2.418406841,2.0744,665.4,2.25,5422.0,0.887,1226.0
739,6034945,K01683.01,Kepler-927 b,CONFIRMED,9.11500269,4.558,268.3,1.78,5962.0,1.028,906.0
740,8692861,K00172.01,Kepler-69 b,CONFIRMED,13.7223682,5.1231,571.1,2.23,5637.0,0.943,746.0
741,9480310,K01470.01,Kepler-1668 b,CONFIRMED,15.43400996,4.2572,1785.9,4.3,5900.0,0.951,721.0
742,4741126,K01534.02,Kepler-887 c,CONFIRMED,7.63846084,3.957,71.7,1.12,6119.0,1.299,1089.0
743,11669125,K01535.01,Kepler-888 b,CONFIRMED,70.6981724,6.632,357.7,1.63,5811.0,0.866,417.0
744,12159249,K01536.01,Kepler-889 b,CONFIRMED,3.74443645,2.9191,73.3,1.1,5876.0,1.293,1328.0
745,5542466,K01590.02,Kepler-1756 b,CONFIRMED,2.35574505,1.796,266.9,1.34,4915.0,0.812,1093.0
746,10028140,K01591.01,Kepler-1757 b,CONFIRMED,19.65639342,3.226,843.2,2.83,5288.0,0.74,549.0
747,6049190,K01685.01,Kepler-1764 b,CONFIRMED,70.468171,6.653,922.4,3.46,6461.0,1.131,511.0
748,6198999,K01687.01,Kepler-928 b,CONFIRMED,3.93246069,2.1763,455.5,1.65,4841.0,0.779,894.0
749,6310636,K01688.01,Kepler-929 b,CONFIRMED,0.921030497,2.6077,101.5,1.62,5843.0,1.615,2362.0
750,6616218,K01692.01,Kepler-314 c,CONFIRMED,5.960400011,2.8617,828.3,2.85,5418.0,0.886,890.0
751,7761545,K01472.01,Kepler-857 b,CONFIRMED,85.3514875,6.7504,4674.7,6.31,5584.0,0.938,390.0
752,12365184,K01474.01,Kepler-419 b,CONFIRMED,69.72646639,3.7177,4491.2,11.65,6430.0,1.731,613.0
753,4770365,K01475.01,Kepler-1669 c,CONFIRMED,1.609321941,1.6067,728.5,1.57,4224.0,0.603,958.0
754,4770365,K01475.02,Kepler-1669 b,CONFIRMED,9.51220046,2.9497,1169.4,1.99,4224.0,0.603,530.0
755,4770365,K01475.03,Kepler-1669 d,CONFIRMED,4.72941177,2.234,434.3,1.22,4224.0,0.603,669.0
756,10748390,K00003.01,Kepler-3 b,CONFIRMED,4.887803076,2.36255,4315.8,4.82,4778.0,0.763,800.0
757,11804465,K00020.01,Kepler-12 b,CONFIRMED,4.437962934,4.69813,16387.6,18.05,5953.0,1.415,1338.0
758,9663113,K00179.01,Kepler-458 c,CONFIRMED,20.74028645,10.3939,1023.3,4.24,6226.0,1.299,798.0
759,5289854,K01593.01,Kepler-308 b,CONFIRMED,9.69501146,2.75,515.2,2.08,5896.0,0.914,833.0
760,5289854,K01593.02,Kepler-308 c,CONFIRMED,15.3825394,3.815,550.5,2.14,5896.0,0.914,714.0
761,10006581,K01595.01,Kepler-902 b,CONFIRMED,40.1097817,5.2096,732.0,3.11,5509.0,1.169,556.0
762,6616218,K01692.02,Kepler-314 b,CONFIRMED,2.46106962,2.184,84.2,0.84,5418.0,0.886,1195.0
763,7220429,K01700.01,Kepler-931 b,CONFIRMED,8.03753796,2.9118,286.5,1.54,5044.0,0.804,744.0
764,12406749,K01476.01,Kepler-1752 b,CONFIRMED,56.3587987,6.927,2559.6,5.04,5446.0,0.821,419.0
765,8692861,K00172.02,Kepler-69 c,CONFIRMED,242.467406,12.808,340.3,1.73,5637.0,0.943,286.0
766,12403119,K01478.01,Kepler-858 b,CONFIRMED,76.13622222,7.9393,2949.5,4.78,5591.0,0.892,399.0
767,10027323,K01596.01,Kepler-309 b,CONFIRMED,5.92365747,2.6302,406.5,0.99,3883.0,0.496,531.0
768,10027323,K01596.02,Kepler-309 c,CONFIRMED,105.3582299,3.81,1210.2,1.87,3883.0,0.496,204.0
769,12019440,K00186.01,Kepler-485 b,CONFIRMED,3.24325988,3.03318,16450.9,12.91,5823.0,1.013,1243.0
770,10004738,K01598.01,Kepler-310 c,CONFIRMED,56.4758069,5.961,1091.8,3.22,5497.0,0.839,417.0
771,10004738,K01598.02,Kepler-310 d,CONFIRMED,92.8747294,7.474,658.8,2.64,5497.0,0.839,353.0
772,7304449,K01702.01,Kepler-1650 b,CONFIRMED,1.538180949,1.2635,841.0,1.0,3364.0,0.274,602.0
773,7386827,K01704.01,Kepler-1765 b,CONFIRMED,10.4188915,3.0069,670.0,3.17,5692.0,1.064,855.0
774,7522911,K01705.01,Kepler-1670 b,CONFIRMED,20.4998763,6.501,437.8,2.8,6249.0,1.076,731.0
775,7626370,K01706.01,Kepler-932 b,CONFIRMED,1.921437488,1.9046,278.7,1.77,5238.0,0.851,1276.0
776,7703955,K01707.01,Kepler-315 b,CONFIRMED,96.109323,9.877,982.3,4.01,5792.0,1.005,409.0
777,7512982,K01480.01,Kepler-859 b,CONFIRMED,20.38174802,3.7922,1597.1,3.16,4883.0,0.808,528.0
778,9597806,K01481.01,Kepler-860 b,CONFIRMED,5.101375725,2.595,894.6,2.84,5869.0,0.954,1050.0
